Aircraft id,Aircraft name,Manufacturer,Country,Category,Role,Engine_type,Engines,WTC,Seats,First_flight,Last_manufactured,Number_built
__AL59,Aer Lualdi L.59,Aer Lualdi &amp; C SpA,Italy,Helicopter,Helicopter,Piston,1,Light,4,?,,2
__ALA1,Alter A.1,Ludwig Alter-Werke,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1917,1
__ALB1,Albatros B.I,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1913,?,
__ALB2,Albatros B.II,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1914,?,
__ALB3,Albatros B.III,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1915,1915,
__ALBA,Alaparma Baldo,Alaparma,Italy,Landplane,General Aviation,Piston,1,Light,2,1949,1951,35
__ALC1,Albatros C.I,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1915,?,
__ALC10,Albatros C.X,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,?,?,300
__ALC12,Albatros C.XII,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1917,?,1
__ALC14,Albatros C.XIV,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,2,1918,1918,1
__ALC15,Albatros C.XV,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1918,?,
__ALC2,Albatros C.II,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1915,1915,1
__ALC3,Albatros C.III,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1915,?,
__ALC4,Albatros C.IV,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1916,1916,1
__ALC5,Albatros C.V,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,?,?,400
__ALC7,Albatros C.VII,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,?,?,600
__ALC9,Albatros C.IX,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1917,1917,3
__ALD1,Albatros D.I,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1916,?,50
__ALD10,Albatros D.X,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1918,1918,1
__ALD11,Albatros D.XI,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1918,1918,2
__ALD12,Albatros D.XII,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1918,1918,2
__ALD2,Albatros D.II,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1916,?,291
__ALD3,Albatros D.III,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1916,1917,1 866
__ALD4,Albatros D.IV,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1917,3
__ALD5,Albatros D.V,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1918,2 500
__ALD6,Albatros D.VI,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1917,1
__ALD7,Albatros D.VII,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1917,1
__ALDR1,Albatros Dr.I,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1917,1917,1
__ALDR2,Albatros Dr.II,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,1,1918,1918,1
__ALG1,Albatros G.I,Albatros Flugzeugwerke,Germany,Landplane,Bomber,Piston,4,Light,5,1916,1916,1
__ALG2,Albatros G.II,Albatros Flugzeugwerke,Germany,Landplane,Bomber,Piston,2,Light,,1916,1916,1
__ALG3,Albatros G.III,Albatros Flugzeugwerke,Germany,Landplane,Bomber,Piston,2,Light,3,1916,?,1
__ALJ1,Albatros J.I,Albatros Flugzeugwerke,Germany,Landplane,Other military,Piston,1,Light,2,1917,?,240
__ALJ2,Albatros J.II,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,2,?,?,
__ALL58,Albatros L 58,Albatros Flugzeugwerke,Germany,Landplane,Passenger Airliner,Piston,1,Light,6,1923,?,7
__ALL59,Albatros L 59,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,1,1923,?,4
__ALL60,Albatros L 60,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,1923,?,3
__ALL65,Albatros L 65,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1925,?,2
__ALL66,Albatros L 66,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,1924,?,10
__ALL68,Albatros L 68 Alauda,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,?,?,18
__ALL69,Albatros L 69,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,1925,?,4
__ALL72,Albatros L 72,Albatros Flugzeugwerke,Germany,Landplane,Cargo Airliner,Piston,1,Light,6,1926,?,4
__ALL73,Albatros L 73,Albatros Flugzeugwerke,Germany,Landplane,Passenger Airliner,Piston,2,Light,10,1926,?,4
__ALL74,Albatros L 74,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,1928,?,2
__ALL75,Albatros L 75 Ass,Albatros Flugzeugwerke,Germany,Landplane,Military Trainer,Piston,1,Light,2,1928,?,43
__ALL76,Albatros L 76,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1927,?,6
__ALL77,Albatros L 77v,Albatros Flugzeugwerke,Germany,Landplane,Reconnaissance,Piston,1,Light,2,1927,?,4
__ALL79,Albatros L 79 Kobold,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,1,1929,?,2
__ALL82,Albatros L 82,Albatros Flugzeugwerke,Germany,Landplane,General Aviation,Piston,1,Light,2,1929,?,17
__ALL84,Albatros L 84,Albatros Flugzeugwerke,Germany,Landplane,Fighter,Piston,1,Light,2,1931,?,5
__ALSCO,Alcock Scout,John Alcock,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,1,1917,1917,1
__ALW4,Albatros W.4,Albatros Flugzeugwerke,Germany,Seaplane,Fighter,Piston,1,Light,1,1916,?,118
__ALW5,Albatros W.5,Albatros Flugzeugwerke,Germany,Seaplane,Bomber,Piston,2,Light,3,?,?,5
__ALW8,Albatros W.8,Albatros Flugzeugwerke,Germany,Seaplane,Bomber,Piston,1,Light,2,1918,1918,3
__AM110,Amiot 110,Avions Amiot,France,Landplane,Interceptor,Piston,1,Light,1,1928,?,2
__AM120,Amiot 120,Avions Amiot,France,Landplane,Bomber,Piston,1,Light,3,1925,?,91
__AM143,Amiot 143,Avions Amiot,France,Landplane,Bomber,Piston,2,Medium,5,1931,1937,138
__AM354,Amiot 354,Avions Amiot,France,Landplane,Bomber,Piston,2,Medium,4,1940,?,86
__AM39,Aeromarine 39,Aeromarine Plane and Motor Company,United States,Landplane,Military Trainer,Piston,1,Light,2,1917,?,150
__AM40,Aeromarine 40,Aeromarine Plane and Motor Company,United States,Seaplane,Military Trainer,Piston,1,Light,2,1919,?,50
__AM50,Aeromarine 50,Aeromarine Plane and Motor Company,United States,Seaplane,General Aviation,Piston,1,Light,5,1919,?,
__AM60,Aeromarine 60,Aeromarine Plane and Motor Company,United States,Seaplane,General Aviation,Piston,2,Light,5,1923,1923,1
__AM700,Aeromarine 700,Aeromarine Plane and Motor Company,United States,Seaplane,Bomber,Piston,1,Light,2,1917,?,2
__AMA2,Aviamilano A2,Aviamilano Costruzione Aeronautiche,Italy,Landplane,Glider,No engine,0,Light,1,1964,?,5
__AMAM1,Aeromarine AM-1,Aeromarine Plane and Motor Company,United States,Landplane,Cargo Airliner,Piston,1,Light,1,1923,?,3
__AMAMC,Aeromarine AMC,Aeromarine Plane and Motor Company,United States,Seaplane,General Aviation,Piston,1,Light,7,1923,1923,1
__AMAS,Aeromarine AS,Aeromarine Plane and Motor Company,United States,Seaplane,Fighter,Piston,1,Light,2,?,?,3
__AMCPV1,Aviamilano CPV1,Aviamilano Costruzione Aeronautiche,Italy,Landplane,Glider,No engine,0,Light,1,1963,1963,1
__AME6,AME VI,Aeron&aacute;utica Militar Espa&ntilde;ola,Spain,Landplane,Reconnaissance,Piston,1,Light,2,1924,1926,20
__AMEO,Aeromarine EO,Aeromarine Plane and Motor Company,United States,Seaplane,General Aviation,Piston,1,Light,2,1924,1924,1
__AMM1,Aeromarine M-1,Aeromarine Plane and Motor Company,United States,Landplane,General Aviation,Piston,1,Light,2,1917,?,6
__AMPG1,Aeromarine PG-1,Aeromarine Plane and Motor Company,United States,Landplane,Fighter,Piston,1,Light,1,1922,?,3
__AN10,Antonov An-10,Antonov,Ukraine,Landplane,Passenger Airliner,Turboprop,4,Medium,100,1957,?,104
__AN13,Antonov A-13,Antonov,Ukraine,Landplane,Glider,No engine,0,Light,,1958,?,200
__AN132,Antonov/Taqnia An-132,Antonov,Ukraine,Landplane,Military Cargo,Turboprop,2,Medium,75,2017,,
__AN14,Antonov An-14 Pchelka,Antonov,Ukraine,Landplane,General Aviation,Piston,2,Medium,8,1958,1972,332
__AN178,Antonov An-178,Antonov,Ukraine,Landplane,Military Cargo,Jet,2,Medium,,2015,,1
__AN181,Antonov Handiwork 181,Antonov,Ukraine,Landplane,General Aviation,Piston,1,Light,2,?,?,
__AN71,Antonov An-71,Antonov,Ukraine,Landplane,Reconnaissance,Jet,3,Medium,6,1985,?,3
__ANA1,Ansaldo A.1 Balilla,Gio. Ansaldo &amp; C,Italy,Landplane,Fighter,Piston,1,Light,1,1917,?,250
__ANAN,Anatra Anadis,Anatra,Russian Federation,Landplane,Fighter,Piston,1,Light,1,1916,1916,1
__ANBA11,Andreasson BA-11,Bj&ouml;rn Andreasson,Sweden,Landplane,General Aviation,Piston,1,Light,2,1977,?,
__ANBA4,Andreasson BA-4B,Bj&ouml;rn Andreasson,Sweden,Landplane,General Aviation,Piston,1,Light,1,1966,?,
__ANBO1,ANBO I,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,Military Trainer,Piston,1,Light,1,1925,1925,1
__ANBO2,ANBO II,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,Military Trainer,Piston,1,Light,2,1927,1927,1
__ANBO3,ANBO III,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,General Aviation,Piston,1,Light,2,1929,?,9
__ANBO4,ANBO IV,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,Reconnaissance,Piston,1,Light,2,1932,?,55
__ANBO5,ANBO V,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,Military Trainer,Piston,1,Light,2,1931,?,15
__ANBO6,ANBO VI,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,Military Trainer,Piston,1,Light,2,1933,?,4
__ANBO8,ANBO VII,Karo Aviacijos Tiekimo Skyrius,Lithuania,Landplane,Bomber,Piston,1,Light,2,1939,1939,1
__AND,Anatra D,Anatra,Russian Federation,Landplane,Reconnaissance,Piston,1,Light,2,1915,?,170
__ANDE,Anatra DE,Anatra,Russian Federation,Landplane,Bomber,Piston,3,Light,4,1916,1916,1
__ANDS,Anatra DS,Anatra,Russian Federation,Landplane,Reconnaissance,Piston,1,Light,2,1916,?,184
__ANG01,ANG Patriot ANG-01,ANG Patriot Ukraine LLC,Ukraine,Landplane,General Aviation,Piston,1,Light,5,2019,,1
__ANGM2,Antoinette II (Gastambide-Mengin monoplane),Antoinette,France,Landplane,General Aviation,Piston,1,Light,1,1908,1908,1
__ANMP,Antoinette military monoplane,Antoinette,France,Landplane,Other military,Piston,1,Light,1,1911,1911,1
__ANSVA,Ansaldo SVA,Gio. Ansaldo &amp; C,Italy,Landplane,Reconnaissance,Piston,1,Light,1,1917,?,1 245
__ANT2M,Antonov T-2M Maverick,Antonov,Ukraine,Landplane,Ultralight,Piston,1,Light,2,?,,
__ANTO3,Antoinette III,Antoinette,France,Landplane,General Aviation,Piston,1,Light,1,1908,1908,1
__ANTO4,Antoinette IV,Antoinette,France,Landplane,General Aviation,Piston,1,Light,1,1908,1908,1
__ANTO5,Antoinette V,Antoinette,France,Landplane,General Aviation,Piston,1,Light,1,1908,1908,1
__ANTO6,Antoinette VI,Antoinette,France,Landplane,General Aviation,Piston,1,Light,1,1909,1909,1
__ANTO7,Antoinette VII,Antoinette,France,Landplane,General Aviation,Piston,1,Light,1,1909,1909,1
__ANVI,Anatra V.I.,Anatra,Russian Federation,Landplane,Reconnaissance,Piston,1,Light,2,1916,?,139
__APC,Apoll&oacute; C15/C17/CX,Halley Kft,Hungary,Landplane,Ultralight,Piston,1,Light,2,?,,
__AR195,Arado Ar 195,Arado Flugzeugwerke GmbH,Germany,Landplane,Bomber,Piston,1,Light,2,1937,?,3
__AR196,Arado Ar 196,Arado Flugzeugwerke GmbH,Germany,Seaplane,Reconnaissance,Piston,1,Light,2,1938,1944,541
__AR197,Arado Ar 197,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1937,?,3
__AR198,Arado Ar 198,Arado Flugzeugwerke GmbH,Germany,Landplane,Reconnaissance,Piston,1,Light,3,1938,1938,1
__AR199,Arado Ar 199,Arado Flugzeugwerke GmbH,Germany,Seaplane,Military Trainer,Piston,1,Light,3,1939,?,2
__AR2301,Arsenal 2301,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,Glider,No engine,0,Light,1,1951,1951,1
__AR231,Arado Ar 231,Arado Flugzeugwerke GmbH,Germany,Seaplane,Reconnaissance,Piston,1,Light,1,1941,?,6
__AR232,Arado Ar 232 Tausensf&uuml;ssler,Arado Flugzeugwerke GmbH,Germany,Landplane,Military Cargo,Piston,4,Medium,4,1941,?,20
__AR234,Arado Ar 234 Blitz,Arado Flugzeugwerke GmbH,Germany,Landplane,Bomber,Jet,2,Medium,1,1943,1945,214
__AR240,Arado Ar 240,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,2,Light,2,1940,?,14
__AR64,Arado Ar 64,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1930,?,24
__AR65,Arado Ar 65,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1931,1936,85
__AR66,Arado Ar 66,Arado Flugzeugwerke GmbH,Germany,Landplane,Military Trainer,Piston,1,Light,2,1932,?,
__AR67,Arado Ar 67,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1933,1933,1
__AR68,Arado Ar 68,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1934,?,511
__AR69,Arado Ar 69,Arado Flugzeugwerke GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,1933,?,3
__AR76,Arado Ar 76,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1934,?,189
__AR77,Arado Ar 77,Arado Flugzeugwerke GmbH,Germany,Landplane,Military Trainer,Piston,2,Light,2,1934,?,2
__AR80,Arado Ar 80,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1935,?,3
__AR81,Arado Ar 81,Arado Flugzeugwerke GmbH,Germany,Landplane,Bomber,Piston,1,Light,2,1935,?,3
__AR9,Aeronca Model 9 Arrow,Aeronca Aircraft,United States,Landplane,General Aviation,Piston,1,Light,2,1947,1947,1
__AR95,Arado Ar 95,Arado Flugzeugwerke GmbH,Germany,Seaplane,Reconnaissance,Piston,1,Light,2,1937,?,
__AR96,Arado Ar 96,Arado Flugzeugwerke GmbH,Germany,Landplane,Military Trainer,Piston,1,Light,2,1938,1945,2 891
__ARA100,Arsenal Air 100,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,Glider,No engine,0,Light,1,1947,?,43
__ARC1,Aeronca C-1 Cadet,Aeronca Aircraft,United States,Landplane,General Aviation,Piston,1,Light,1,1931,?,3
__ARC2,Aeronca C-2,Aeronca Aircraft,United States,Landplane,General Aviation,Piston,1,Light,1,1929,?,164
__ARC3,Aeronca C-3,Aeronca Aircraft,United States,Landplane,General Aviation,Piston,1,Light,2,?,1937,400
__ARDE10,Arsenal-Delanne 10,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,Fighter,Piston,1,Light,2,1941,1941,1
__ARJ,Avro Regional Jet,Avro (A.V.Roe &amp; Company),United Kingdom,Landplane,Passenger Airliner,Jet,4,Medium,112,1981,2001,387
__ARL,Aeronca L,Aeronca Aircraft,United States,Landplane,General Aviation,Piston,1,Light,2,1935,?,65
__ARL1,Arado L I,Arado Flugzeugwerke GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,1929,1929,1
__ARL2,Arado L II,Arado Flugzeugwerke GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,1929,?,5
__ARL3,Aeronca L-3,Aeronca Aircraft,United States,Landplane,Reconnaissance,Piston,1,Light,2,1941,?,54
__ARO101,Arsenal O.101,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,General Aviation,Piston,1,Light,2,1947,1947,1
__ARS1,Arado S I,Arado Flugzeugwerke GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,1925,?,4
__ARSC1,Arado SC I,Arado Flugzeugwerke GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,1926,?,14
__ARSC2,Arado SC II,Arado Flugzeugwerke GmbH,Germany,Landplane,General Aviation,Piston,1,Light,2,1928,?,10
__ARSD1,Arado SD I,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1927,?,2
__ARSD2,Arado SD II,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1929,1929,1
__ARSD3,Arado SD III,Arado Flugzeugwerke GmbH,Germany,Landplane,Fighter,Piston,1,Light,1,1929,1929,1
__ARSSD,Arado SSD I,Arado Flugzeugwerke GmbH,Germany,Seaplane,Fighter,Piston,1,Light,1,1930,1930,1
__ARV1,Arado V I,Arado Flugzeugwerke GmbH,Germany,Landplane,Passenger Airliner,Piston,1,Light,6,1930,1930,1
__ARVB10,Arsenal VB 10,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,Fighter,Piston,2,Light,1,1945,?,6
__ARVG33,Arsenal VG-33,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,Fighter,Piston,1,Light,1,1939,?,
__ARVG70,Arsenal VG 70,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,General Aviation,Jet,1,Light,1,1948,1948,1
__ARVG90,Arsenal VG 90,Arsenal de l&#039;A&eacute;ronautique,France,Landplane,Fighter,Jet,1,Light,1,1949,?,2
__ARW2,Arado W 2,Arado Flugzeugwerke GmbH,Germany,Seaplane,General Aviation,Piston,1,Light,2,1928,?,2
__AS12,Schleicher ASW 12,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1965,,12
__AS13,Schleicher ASK 13,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1966,,700
__AS15,Schleicher ASW 15,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1968,,449
__AS17,Schleicher ASW 17,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1971,,55
__AS18,Schleicher ASK 18,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1974,,56
__AS19,Schleicher ASW 19,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1975,,425
__AS23,Schleicher ASK 23,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1983,,153
__AS27,Schleicher ASW 27,Alexander Schleicher GmbH &amp; Co,Germany,Landplane,Glider,No engine,0,Light,1,1995,,236
__ASAS1,Airspeed AS.1 Tern,Airspeed Ltd.,United Kingdom,Landplane,Glider,No engine,0,Light,1,1931,?,2
__ASAS10,Airspeed AS.10 Oxford,Airspeed Ltd.,United Kingdom,Landplane,Military Trainer,Piston,2,Light,3,1937,?,8 751
__ASAS30,Airspeed AS.30 Queen Wasp,Airspeed Ltd.,United Kingdom,Landplane,Other military,Piston,1,Light,0,1937,1940,7
__ASAS39,Airspeed AS.39 Fleet Shadower,Airspeed Ltd.,United Kingdom,Landplane,Reconnaissance,Piston,4,Light,3,1940,1940,1
__ASAS4,Airspeed AS.4 Ferry,Airspeed Ltd.,United Kingdom,Landplane,Passenger Airliner,Piston,3,Light,,1932,?,4
__ASAS45,Airspeed AS.45 Cambridge,Airspeed Ltd.,United Kingdom,Landplane,Military Trainer,Piston,1,Light,2,1941,?,2
__ASAS5,Airspeed AS.5 Courier,Airspeed Ltd.,United Kingdom,Landplane,Passenger Airliner,Piston,1,Light,6,1933,?,16
__ASAS51,Airspeed AS.51 Horsa,Airspeed Ltd.,United Kingdom,Landplane,Glider,No engine,0,Light,2,1941,?,3 600
__ASAS57,Airspeed AS.57 Ambassador,Airspeed Ltd.,United Kingdom,Landplane,Passenger Airliner,Piston,2,Light,60,1947,1953,23
__ASAS6,Airspeed AS.6 Envoy,Airspeed Ltd.,United Kingdom,Landplane,Passenger Airliner,Piston,2,Light,7,1934,1939,52
__ASAS65,Airspeed AS.65 Consul,Airspeed Ltd.,United Kingdom,Landplane,Passenger Airliner,Piston,2,Light,7,1946,?,162
__ASAS8,Airspeed AS.8 Viceroy,Airspeed Ltd.,United Kingdom,Landplane,General Aviation,Piston,2,Light,7,1934,1934,1
__ASGR,Airstart Griffin,Airstart Corporation,Canada,Landplane,General Aviation,Piston,1,Light,2,?,,
__ASJD20,Aero Synergie Jodel D20,Aero Synergie SARL,France,Landplane,Ultralight,Piston,1,Light,2,?,?,
__ASJL2,ASJA L2,ASJA,Sweden,Landplane,Military Trainer,Piston,1,Light,2,1932,?,2
__ASJV2,ASJA Viking II,ASJA,Sweden,Landplane,General Aviation,Piston,1,Light,4,?,?,
__ASMI,Aviasud Mistral,Aviasud Engineering,France,Landplane,Ultralight,Piston,1,Light,2,1985,,250
__ASSI,Aviasud Sirocco,Aviasud Engineering,France,Landplane,Ultralight,Piston,1,Light,1,1983,,
__ASSU2,ASAP Summit 2,Aircraft Sales &amp; Parts (ASAP),Canada,Landplane,Ultralight,Piston,1,Light,1,1999,,250
__AT4P,Air Tractor AT-400,Air Tractor Inc,United States,Landplane,Agricultural,Turboprop,1,Light,1,1979,,457
__ATA70,Aerotechnik A-70,Evektor-Aerotechnik AS,Czech Republic,Landplane,Glider,No engine,0,Light,2,1970,,
__ATAS,Astra-Torres airship,Soci&eacute;t&eacute; Astra,France,Balloon,Balloon,Piston,1,Light,,1908,1922,
__ATDX,Mitsubishi ATD-X,Mitsubishi Heavy Industries,Japan,Landplane,Other military,Jet,2,Medium,1,?,,0
__ATL90,Aviation Traders ATL-90 Accountant,Aviation Traders,United Kingdom,Landplane,Passenger Airliner,Turboprop,4,Light,28,1957,1957,1
__AU6A,Auster 6A Tugmaster,Auster Aircraft Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1960,?,34
__AUA2,Auster A.2/45,Auster Aircraft Ltd,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,2,1948,?,2
__AUAFB1,Austin-Ball A.F.B.1,Austin Motor Company,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1917,1917,1
__AUAFT3,Austin A.F.T.3 Osprey,Austin Motor Company,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1918,1918,1
__AUAG,Auster Agricola,Auster Aircraft Ltd,United Kingdom,Landplane,Agricultural,Piston,1,Light,1,1955,?,9
__AUAV,Auster Avis,Auster Aircraft Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,4,1947,?,2
__AUB4,Auster B.4,Auster Aircraft Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,4,1951,1951,1
__AUC6,Auster C6 Atlantic,Auster Aircraft Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,4,1957,1957,1
__AUDC2,Audenis C2,Charles Auddenis,France,Landplane,Fighter,Piston,1,Light,2,1916,1916,1
__AUGRE,Austin Greyhound,Austin Motor Company,United Kingdom,Landplane,Fighter,Piston,1,Light,2,1918,1920,3
__AUJ1B,Auster J/1B Aiglet,Auster Aircraft Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,3,1950,?,86
__AUJ1U,Auster J/1U Workmaster,Auster Aircraft Ltd,United Kingdom,Landplane,Agricultural,Piston,1,Light,1,1958,?,10
__AUJ3,Auster J/3 Atom,Auster Aircraft Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,3,1946,1946,1
__AUKES,Austin Kestrel,Austin Motor Company,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1920,1920,1
__AUS9,Auster AOP.9,Auster Aircraft Ltd,United Kingdom,Landplane,Reconnaissance,Piston,1,Light,2,1954,?,182
__AUWHI,Austin Whippet,Austin Motor Company,United Kingdom,Landplane,General Aviation,Piston,1,Light,1,1919,?,5
__AV156,Avia 156,AVIA Motors,Czech Republic,Landplane,Passenger Airliner,Piston,1,Light,6,1934,1934,1
